Cross Validation is off.
TRAINING - Epoch #4778 Error:0.01969289273514836
TRAINING - Epoch #4779 Error:0.01968561730350141
TRAINING - Epoch #4780 Error:0.019677011531274706
TRAINING - Epoch #4781 Error:0.019667033386830717
TRAINING - Epoch #4782 Error:0.019677191816386833
TRAINING - Epoch #4783 Error:0.01966685246913305
TRAINING - Epoch #4784 Error:0.019667347527246037
TRAINING - Epoch #4785 Error:0.019662356774303964
TRAINING - Epoch #4786 Error:0.019657836121095156
TRAINING - Epoch #4787 Error:0.01965250985428642
TRAINING - Epoch #4788 Error:0.01964616507933218
TRAINING - Epoch #4789 Error:0.01964013381951658
TRAINING - Epoch #4790 Error:0.019631087205983177
TRAINING - Epoch #4791 Error:0.01962385510221906
TRAINING - Epoch #4792 Error:0.019616169995679687
TRAINING - Epoch #4793 Error:0.019607638308208285
TRAINING - Epoch #4794 Error:0.01959835897277573
TRAINING - Epoch #4795 Error:0.019585617381720186
TRAINING - Epoch #4796 Error:0.01957064290091855
TRAINING - Epoch #4797 Error:0.019554173095713032
TRAINING - Epoch #4798 Error:0.01953428401003204
TRAINING - Epoch #4799 Error:0.01951574043576664
TRAINING - Epoch #4800 Error:0.01949981949993072
TRAINING - Epoch #4801 Error:0.019706726492468424
TRAINING - Epoch #4802 Error:0.019491046964982658
TRAINING - Epoch #4803 Error:0.01947389053724834
TRAINING - Epoch #4804 Error:0.019456431750480643
TRAINING - Epoch #4805 Error:0.019584812494946664
TRAINING - Epoch #4806 Error:0.019458074506868085
TRAINING - Epoch #4807 Error:0.019480348534842224
TRAINING - Epoch #4808 Error:0.01945641673262301
TRAINING - Epoch #4809 Error:0.01945237656481964
TRAINING - Epoch #4810 Error:0.01945318082273074
TRAINING - Epoch #4811 Error:0.019447114536247322
TRAINING - Epoch #4812 Error:0.019442700075959198
TRAINING - Epoch #4813 Error:0.01943996002293803
TRAINING - Epoch #4814 Error:0.019439294569479768
TRAINING - Epoch #4815 Error:0.019436287595327357
TRAINING - Epoch #4816 Error:0.01943252208494466
TRAINING - Epoch #4817 Error:0.019428423831068017
TRAINING - Epoch #4818 Error:0.019425733365302556
TRAINING - Epoch #4819 Error:0.01942099760461891
TRAINING - Epoch #4820 Error:0.01941630920113846
TRAINING - Epoch #4821 Error:0.019409144939241528
TRAINING - Epoch #4822 Error:0.019402270261689777
TRAINING - Epoch #4823 Error:0.01939460691223504
TRAINING - Epoch #4824 Error:0.019384779964792636
TRAINING - Epoch #4825 Error:0.01937375618154872
TRAINING - Epoch #4826 Error:0.019362492587445698
TRAINING - Epoch #4827 Error:0.01939142295051116
TRAINING - Epoch #4828 Error:0.019363511266926325
TRAINING - Epoch #4829 Error:0.019362951235719673
TRAINING - Epoch #4830 Error:0.019359837218852538
TRAINING - Epoch #4831 Error:0.019358774409181864
TRAINING - Epoch #4832 Error:0.019357156768541942
TRAINING - Epoch #4833 Error:0.019354894102411306
TRAINING - Epoch #4834 Error:0.019351859527838685
TRAINING - Epoch #4835 Error:0.019348308654242447
TRAINING - Epoch #4836 Error:0.0193442190170779
TRAINING - Epoch #4837 Error:0.019340306185686516
TRAINING - Epoch #4838 Error:0.019336530761832074
TRAINING - Epoch #4839 Error:0.0193331452326673
TRAINING - Epoch #4840 Error:0.01932888409107701
TRAINING - Epoch #4841 Error:0.01932286732003058
TRAINING - Epoch #4842 Error:0.01931580522830197
TRAINING - Epoch #4843 Error:0.01930749215136275
TRAINING - Epoch #4844 Error:0.019298366353174036
TRAINING - Epoch #4845 Error:0.019287645444803724
TRAINING - Epoch #4846 Error:0.01927472387907654
TRAINING - Epoch #4847 Error:0.019259509160821593
TRAINING - Epoch #4848 Error:0.019241631790838893
TRAINING - Epoch #4849 Error:0.019220673473426677
TRAINING - Epoch #4850 Error:0.01919654216610658
TRAINING - Epoch #4851 Error:0.019180502503839878
TRAINING - Epoch #4852 Error:0.019408158746832563
TRAINING - Epoch #4853 Error:0.019182180700843186
TRAINING - Epoch #4854 Error:0.019172745234293437
TRAINING - Epoch #4855 Error:0.01923223433258942
TRAINING - Epoch #4856 Error:0.019169269951647378
TRAINING - Epoch #4857 Error:0.019159743238398672
TRAINING - Epoch #4858 Error:0.019150164490534107
TRAINING - Epoch #4859 Error:0.019139153244566467
TRAINING - Epoch #4860 Error:0.019126493862004334
TRAINING - Epoch #4861 Error:0.019112006523583858
TRAINING - Epoch #4862 Error:0.019186729049286737
TRAINING - Epoch #4863 Error:0.019111390797644654
TRAINING - Epoch #4864 Error:0.019101356171141195
TRAINING - Epoch #4865 Error:0.019090706449086742
TRAINING - Epoch #4866 Error:0.019127766500693737
TRAINING - Epoch #4867 Error:0.019089014956558795
TRAINING - Epoch #4868 Error:0.019081480957526247
TRAINING - Epoch #4869 Error:0.01907452721930718
TRAINING - Epoch #4870 Error:0.019064765288474755
TRAINING - Epoch #4871 Error:0.019054947624021983
TRAINING - Epoch #4872 Error:0.01908946156617009
TRAINING - Epoch #4873 Error:0.019052627988933528
TRAINING - Epoch #4874 Error:0.019045622479634764
TRAINING - Epoch #4875 Error:0.019062302729023695
TRAINING - Epoch #4876 Error:0.019045357677531204
TRAINING - Epoch #4877 Error:0.019040265296368198
TRAINING - Epoch #4878 Error:0.01903510999155732
TRAINING - Epoch #4879 Error:0.019042020247843284
TRAINING - Epoch #4880 Error:0.019033162459479294
TRAINING - Epoch #4881 Error:0.019028747796340582
TRAINING - Epoch #4882 Error:0.019023882957272687
TRAINING - Epoch #4883 Error:0.01901862687480531
TRAINING - Epoch #4884 Error:0.019020967295265496
TRAINING - Epoch #4885 Error:0.01901647474341327
TRAINING - Epoch #4886 Error:0.019014725971131626
TRAINING - Epoch #4887 Error:0.019010408272751623
TRAINING - Epoch #4888 Error:0.019005876126337824
TRAINING - Epoch #4889 Error:0.01900052690312491
TRAINING - Epoch #4890 Error:0.018994211000848884
TRAINING - Epoch #4891 Error:0.018998876656584496
TRAINING - Epoch #4892 Error:0.01899136345376055
TRAINING - Epoch #4893 Error:0.01898804976489082
TRAINING - Epoch #4894 Error:0.01898486039111199
TRAINING - Epoch #4895 Error:0.018978899564788577
TRAINING - Epoch #4896 Error:0.01897274649558094
TRAINING - Epoch #4897 Error:0.018981762010456826
TRAINING - Epoch #4898 Error:0.018971870981932717
TRAINING - Epoch #4899 Error:0.01896760185331112
TRAINING - Epoch #4900 Error:0.01896256157850364
TRAINING - Epoch #4901 Error:0.018956739017229787
TRAINING - Epoch #4902 Error:0.01894993608068619
TRAINING - Epoch #4903 Error:0.0189553008332304
TRAINING - Epoch #4904 Error:0.018949710397975866
TRAINING - Epoch #4905 Error:0.018945745124648476
TRAINING - Epoch #4906 Error:0.01893983461513345
TRAINING - Epoch #4907 Error:0.0189352639421581
TRAINING - Epoch #4908 Error:0.018928928462296504
TRAINING - Epoch #4909 Error:0.018935036378963637
TRAINING - Epoch #4910 Error:0.01892636593519395
TRAINING - Epoch #4911 Error:0.01892211777949753
TRAINING - Epoch #4912 Error:0.018920964066888594
TRAINING - Epoch #4913 Error:0.01891749837424045
TRAINING - Epoch #4914 Error:0.018913808791380972
TRAINING - Epoch #4915 Error:0.018908784799993684
TRAINING - Epoch #4916 Error:0.018903284765505957
TRAINING - Epoch #4917 Error:0.01889760967634058
TRAINING - Epoch #4918 Error:0.018890693803772934
TRAINING - Epoch #4919 Error:0.018892021334310404
TRAINING - Epoch #4920 Error:0.018890856627931375
TRAINING - Epoch #4921 Error:0.018886801670040632
TRAINING - Epoch #4922 Error:0.018885102072720508
TRAINING - Epoch #4923 Error:0.018882494465965797
TRAINING - Epoch #4924 Error:0.018878986623592883
TRAINING - Epoch #4925 Error:0.018875001534208197
TRAINING - Epoch #4926 Error:0.018870696693291247
TRAINING - Epoch #4927 Error:0.01886568935693689
TRAINING - Epoch #4928 Error:0.01885988123169131
TRAINING - Epoch #4929 Error:0.018852772411442096
TRAINING - Epoch #4930 Error:0.018844395432138027
TRAINING - Epoch #4931 Error:0.018834557142053236
TRAINING - Epoch #4932 Error:0.018823227485635557
TRAINING - Epoch #4933 Error:0.01882867381312057
TRAINING - Epoch #4934 Error:0.01883336369087336
TRAINING - Epoch #4935 Error:0.018820334123870536
TRAINING - Epoch #4936 Error:0.018820452058401917
TRAINING - Epoch #4937 Error:0.018818014984506255
TRAINING - Epoch #4938 Error:0.01881674649712103
TRAINING - Epoch #4939 Error:0.018813692003529024
TRAINING - Epoch #4940 Error:0.018810182086312657
TRAINING - Epoch #4941 Error:0.018805929915095145
TRAINING - Epoch #4942 Error:0.01880095665524008
TRAINING - Epoch #4943 Error:0.018795132853148596
TRAINING - Epoch #4944 Error:0.018788339739306752
TRAINING - Epoch #4945 Error:0.018780688209577037
TRAINING - Epoch #4946 Error:0.018772797447621097
TRAINING - Epoch #4947 Error:0.018767287379410146
TRAINING - Epoch #4948 Error:0.018764290214932245
TRAINING - Epoch #4949 Error:0.018765613672208425
TRAINING - Epoch #4950 Error:0.018763010625969606
TRAINING - Epoch #4951 Error:0.018760822688303116
TRAINING - Epoch #4952 Error:0.018759766076913452
TRAINING - Epoch #4953 Error:0.018758401080316605
TRAINING - Epoch #4954 Error:0.018755438151458366
TRAINING - Epoch #4955 Error:0.018752006530254942
TRAINING - Epoch #4956 Error:0.018747929194519456
TRAINING - Epoch #4957 Error:0.018743137332718717
TRAINING - Epoch #4958 Error:0.01873755763765382
TRAINING - Epoch #4959 Error:0.018734652815796483
TRAINING - Epoch #4960 Error:0.018733457531505293
TRAINING - Epoch #4961 Error:0.018730388104418436
TRAINING - Epoch #4962 Error:0.018725801829688034
TRAINING - Epoch #4963 Error:0.018720593719150292
TRAINING - Epoch #4964 Error:0.01871465772684673
TRAINING - Epoch #4965 Error:0.018707857388937935
TRAINING - Epoch #4966 Error:0.018703590627889788
TRAINING - Epoch #4967 Error:0.01871947918404791
TRAINING - Epoch #4968 Error:0.018701848509047433
TRAINING - Epoch #4969 Error:0.018696605606859564
TRAINING - Epoch #4970 Error:0.01869106661297183
TRAINING - Epoch #4971 Error:0.018690267133540394
TRAINING - Epoch #4972 Error:0.01868221273782122
TRAINING - Epoch #4973 Error:0.018676332198546895
TRAINING - Epoch #4974 Error:0.018670435805016917
TRAINING - Epoch #4975 Error:0.01866600179032486
TRAINING - Epoch #4976 Error:0.01867069794427217
TRAINING - Epoch #4977 Error:0.01866460623650682
TRAINING - Epoch #4978 Error:0.018661783462885547
TRAINING - Epoch #4979 Error:0.018656985544724013
TRAINING - Epoch #4980 Error:0.018651558417155704
TRAINING - Epoch #4981 Error:0.01864520963654922
TRAINING - Epoch #4982 Error:0.018637844223630202
TRAINING - Epoch #4983 Error:0.018630209117951
TRAINING - Epoch #4984 Error:0.018643704447851548
TRAINING - Epoch #4985 Error:0.018629600736927876
TRAINING - Epoch #4986 Error:0.01862446714667941
TRAINING - Epoch #4987 Error:0.018618245826086312
TRAINING - Epoch #4988 Error:0.018611324408431905
TRAINING - Epoch #4989 Error:0.018617987854907283
TRAINING - Epoch #4990 Error:0.018609440205115988
TRAINING - Epoch #4991 Error:0.018606835543901096
TRAINING - Epoch #4992 Error:0.018604865032145992
TRAINING - Epoch #4993 Error:0.0186044194783994
TRAINING - Epoch #4994 Error:0.018601105248112006
TRAINING - Epoch #4995 Error:0.018597111126552084
TRAINING - Epoch #4996 Error:0.01859244846855734
TRAINING - Epoch #4997 Error:0.01858698075904966
TRAINING - Epoch #4998 Error:0.01858057728317025
TRAINING - Epoch #4999 Error:0.018573183671300075
TRAINING - Epoch #5000 Error:0.018564425695467627
TRAINING - Epoch #5001 Error:0.01855424071799066
TRAINING - Epoch #5002 Error:0.01854264003453432
TRAINING - Epoch #5003 Error:0.01853789085713811
TRAINING - Epoch #5004 Error:0.018536892881866194
TRAINING - Epoch #5005 Error:0.01854812936154669
TRAINING - Epoch #5006 Error:0.018532200723872107
TRAINING - Epoch #5007 Error:0.018532024500668393
TRAINING - Epoch #5008 Error:0.01852871626327468
TRAINING - Epoch #5009 Error:0.018524866898798457
TRAINING - Epoch #5010 Error:0.018520680919625467
TRAINING - Epoch #5011 Error:0.018515949241618413
TRAINING - Epoch #5012 Error:0.018510178590770993
TRAINING - Epoch #5013 Error:0.018503360835088207
TRAINING - Epoch #5014 Error:0.018495377714527906
TRAINING - Epoch #5015 Error:0.01848626681454531
TRAINING - Epoch #5016 Error:0.01847544645306513
TRAINING - Epoch #5017 Error:0.01846291148281273
TRAINING - Epoch #5018 Error:0.018457406535987906
TRAINING - Epoch #5019 Error:0.018491087621716716
TRAINING - Epoch #5020 Error:0.018453850393173897
TRAINING - Epoch #5021 Error:0.018458148681824865
TRAINING - Epoch #5022 Error:0.018451893269965724
TRAINING - Epoch #5023 Error:0.018450945556475497
TRAINING - Epoch #5024 Error:0.018449311136558847
TRAINING - Epoch #5025 Error:0.01844636161424837
TRAINING - Epoch #5026 Error:0.018442890228628286
TRAINING - Epoch #5027 Error:0.018438556281173833
TRAINING - Epoch #5028 Error:0.018429732896916844
TRAINING - Epoch #5029 Error:0.018428378554285908
TRAINING - Epoch #5030 Error:0.018418276073968124
TRAINING - Epoch #5031 Error:0.01841476433428873
TRAINING - Epoch #5032 Error:0.018403727508482858
TRAINING - Epoch #5033 Error:0.018402263966781084
TRAINING - Epoch #5034 Error:0.01840238804095763
TRAINING - Epoch #5035 Error:0.018397320295017557
TRAINING - Epoch #5036 Error:0.01839392428628857
TRAINING - Epoch #5037 Error:0.01838842857189427
TRAINING - Epoch #5038 Error:0.018382082896688846
TRAINING - Epoch #5039 Error:0.018374909770477427
TRAINING - Epoch #5040 Error:0.01836663496717168
TRAINING - Epoch #5041 Error:0.01835705113666396
TRAINING - Epoch #5042 Error:0.0183498608828451
TRAINING - Epoch #5043 Error:0.01834866642643424
TRAINING - Epoch #5044 Error:0.018356732979768763
TRAINING - Epoch #5045 Error:0.01834376041101996
TRAINING - Epoch #5046 Error:0.018338374159426737
TRAINING - Epoch #5047 Error:0.018331337646200693
TRAINING - Epoch #5048 Error:0.018323069373749747
TRAINING - Epoch #5049 Error:0.018313384062374486
TRAINING - Epoch #5050 Error:0.018302080528290358
TRAINING - Epoch #5051 Error:0.018289607345343437
TRAINING - Epoch #5052 Error:0.018278409937091688
TRAINING - Epoch #5053 Error:0.01827801928865522
TRAINING - Epoch #5054 Error:0.018306093586269747
TRAINING - Epoch #5055 Error:0.018269534506332938
TRAINING - Epoch #5056 Error:0.018264511142419417
TRAINING - Epoch #5057 Error:0.018258354597881266
TRAINING - Epoch #5058 Error:0.018271598639104835
TRAINING - Epoch #5059 Error:0.01825775869134759
TRAINING - Epoch #5060 Error:0.018252659032286744
TRAINING - Epoch #5061 Error:0.01824707640605882
TRAINING - Epoch #5062 Error:0.018243159242355936
TRAINING - Epoch #5063 Error:0.018247099343927525
TRAINING - Epoch #5064 Error:0.018240528516810014
TRAINING - Epoch #5065 Error:0.018235970665955826
TRAINING - Epoch #5066 Error:0.0182317717625466
TRAINING - Epoch #5067 Error:0.018227702365856295
TRAINING - Epoch #5068 Error:0.018222317126590063
TRAINING - Epoch #5069 Error:0.01821544693956294
TRAINING - Epoch #5070 Error:0.01820743064124502
TRAINING - Epoch #5071 Error:0.01819795210051817
TRAINING - Epoch #5072 Error:0.018187327085196613
TRAINING - Epoch #5073 Error:0.018174914403689242
TRAINING - Epoch #5074 Error:0.018203043534107448
TRAINING - Epoch #5075 Error:0.018174306948317186
TRAINING - Epoch #5076 Error:0.018181961960689375
TRAINING - Epoch #5077 Error:0.01817201130769912
TRAINING - Epoch #5078 Error:0.01816848399042328
TRAINING - Epoch #5079 Error:0.01816306579095465
TRAINING - Epoch #5080 Error:0.018157073261216156
TRAINING - Epoch #5081 Error:0.018150569539884583
TRAINING - Epoch #5082 Error:0.01814226669504421
TRAINING - Epoch #5083 Error:0.01813260428761945
TRAINING - Epoch #5084 Error:0.01814249205236994
TRAINING - Epoch #5085 Error:0.018131227007751695
TRAINING - Epoch #5086 Error:0.01813411142479655
TRAINING - Epoch #5087 Error:0.018129139007029157
TRAINING - Epoch #5088 Error:0.01812621171837737
TRAINING - Epoch #5089 Error:0.018122282905279435
TRAINING - Epoch #5090 Error:0.01811758737882425
TRAINING - Epoch #5091 Error:0.018112701350080633
TRAINING - Epoch #5092 Error:0.018106316493498847
TRAINING - Epoch #5093 Error:0.018098825916440468
TRAINING - Epoch #5094 Error:0.018089984426087155
TRAINING - Epoch #5095 Error:0.01807961306058496
TRAINING - Epoch #5096 Error:0.018067364006506843
TRAINING - Epoch #5097 Error:0.018053017543106505
TRAINING - Epoch #5098 Error:0.01803729619212264
TRAINING - Epoch #5099 Error:0.018020372702246216
TRAINING - Epoch #5100 Error:0.018118435994829925
TRAINING - Epoch #5101 Error:0.01801928958169229
TRAINING - Epoch #5102 Error:0.018058609572415882
TRAINING - Epoch #5103 Error:0.018017802822968863
TRAINING - Epoch #5104 Error:0.018018359241993635
TRAINING - Epoch #5105 Error:0.018016657483441
TRAINING - Epoch #5106 Error:0.018011051879302586
TRAINING - Epoch #5107 Error:0.018006486880948736
TRAINING - Epoch #5108 Error:0.01800629141425197
TRAINING - Epoch #5109 Error:0.018002540063495547
TRAINING - Epoch #5110 Error:0.018001488214205823
TRAINING - Epoch #5111 Error:0.01799839228112878
TRAINING - Epoch #5112 Error:0.017998252522675267
TRAINING - Epoch #5113 Error:0.017995601176800664
TRAINING - Epoch #5114 Error:0.01799217105510933
TRAINING - Epoch #5115 Error:0.017988169245464505
TRAINING - Epoch #5116 Error:0.017983454489463865
TRAINING - Epoch #5117 Error:0.017978181089370753
TRAINING - Epoch #5118 Error:0.017971665193595488
TRAINING - Epoch #5119 Error:0.017964074985707058
TRAINING - Epoch #5120 Error:0.017955036533475157
TRAINING - Epoch #5121 Error:0.01794443171952959
TRAINING - Epoch #5122 Error:0.017931930283122944
TRAINING - Epoch #5123 Error:0.01791801017056167
TRAINING - Epoch #5124 Error:0.017910785701676816
TRAINING - Epoch #5125 Error:0.017936198475973417
TRAINING - Epoch #5126 Error:0.017903864377228202
TRAINING - Epoch #5127 Error:0.01792897670775122
TRAINING - Epoch #5128 Error:0.017901534641418502
TRAINING - Epoch #5129 Error:0.0178968535158059
TRAINING - Epoch #5130 Error:0.017889724779729603
TRAINING - Epoch #5131 Error:0.01788927070959375
TRAINING - Epoch #5132 Error:0.01788061417307439
TRAINING - Epoch #5133 Error:0.017877546122041687
TRAINING - Epoch #5134 Error:0.0178857847922165
TRAINING - Epoch #5135 Error:0.01787508587500609
TRAINING - Epoch #5136 Error:0.017870541371434314
TRAINING - Epoch #5137 Error:0.017865372447035954
TRAINING - Epoch #5138 Error:0.017867385639181173
TRAINING - Epoch #5139 Error:0.01786335100434106
TRAINING - Epoch #5140 Error:0.017861871191043627
TRAINING - Epoch #5141 Error:0.017860544395525976
TRAINING - Epoch #5142 Error:0.017858025903636936
TRAINING - Epoch #5143 Error:0.017854719335709025
TRAINING - Epoch #5144 Error:0.017850809933890405
TRAINING - Epoch #5145 Error:0.017846658638661386
TRAINING - Epoch #5146 Error:0.0178424502238418
TRAINING - Epoch #5147 Error:0.01783699016626649
